ID,resID,atmilitary,atreligion,ated,atprof,atinc,atrace,atage,atmale,selected,rating
37,A2A4XJS8LQMNZD,Served,Evangelical protestant,Ivy League university,Lawyer,32K,Black,45,Female,0,0.8333333333333334
38,A2A4XJS8LQMNZD,Did Not Serve,Jewish,Baptist college,Doctor,54K,White,75,Female,0,0.6666666666666666
39,A2A4XJS8LQMNZD,Did Not Serve,Catholic,Baptist college,Farmer,65K,White,45,Male,1,0.8333333333333334
40,A2QV5B5S15C27L,Served,Jewish,Baptist college,Doctor,65K,Native American,36,Female,1,0.5
41,A2QV5B5S15C27L,Served,Mainline protestant,Ivy League university,Lawyer,92K,Hispanic,68,Female,0,0.5
42,A2QV5B5S15C27L,Did Not Serve,Jewish,Small college,Business owner,210K,Native American,75,Male,0,0.5
43,A2QV5B5S15C27L,Served,Mainline protestant,Small college,Lawyer,5.1M,Hispanic,75,Female,1,0.5
44,A2QV5B5S15C27L,Did Not Serve,Mainline protestant,Baptist college,Business owner,5.1M,Caucasian,36,Female,1,0.5
45,A2QV5B5S15C27L,Did Not Serve,Mainline protestant,No BA,Farmer,92K,Caucasian,36,Female,0,0.3333333333333333
46,A2QV5B5S15C27L,Served,Jewish,State university,Farmer,54K,Black,60,Male,1,0.5
47,A2QV5B5S15C27L,Did Not Serve,Mainline protestant,State university,High school teacher,92K,Native American,45,Male,0,0.5
48,A2QV5B5S15C27L,Did Not Serve,Jewish,Small college,High school teacher,32K,Hispanic,52,Male,0,0.5
49,A2QV5B5S15C27L,Served,Evangelical protestant,Small college,Doctor,92K,Asian American,52,Female,1,0.5
50,AW84U9AKN5R08,Did Not Serve,Catholic,Baptist college,Business owner,92K,Native American,75,Male,1,0.5
51,AW84U9AKN5R08,Did Not Serve,Mormon,Small college,Business owner,65K,Caucasian,75,Female,0,
52,AW84U9AKN5R08,Did Not Serve,None,No BA,Car dealer,54K,Caucasian,36,Female,0,0.5
53,AW84U9AKN5R08,Served,Evangelical protestant,No BA,High school teacher,32K,White,36,Male,1,0.5
54,AW84U9AKN5R08,Served,Jewish,Baptist college,Car dealer,5.1M,Caucasian,75,Male,0,0.5
55,AW84U9AKN5R08,Did Not Serve,None,Small college,Business owner,65K,Hispanic,75,Male,1,0.5
56,AW84U9AKN5R08,Served,None,Community college,Lawyer,210K,Native American,60,Female,0,0.5
57,AW84U9AKN5R08,Served,Catholic,Baptist college,Farmer,5.1M,Asian American,52,Male,1,0.5
58,AW84U9AKN5R08,Served,Evangelical protestant,Ivy League university,High school teacher,65K,Asian American,36,Female,1,0.5
59,AW84U9AKN5R08,Served,Catholic,State university,Car dealer,65K,White,60,Male,0,0.5
60,A2X9OAXB27TXZ7,Served,Evangelical protestant,Small college,Car dealer,54K,Native American,45,Female,0,0.5
61,A2X9OAXB27TXZ7,Did Not Serve,Mainline protestant,Small college,Business owner,210K,Native American,75,Female,1,0.6666666666666666
62,A2X9OAXB27TXZ7,Did Not Serve,Mainline protestant,Community college,High school teacher,54K,Native American,60,Male,1,0.5
63,A2X9OAXB27TXZ7,Did Not Serve,Mormon,No BA,Lawyer,92K,Native American,68,Female,0,0.3333333333333333
64,A2X9OAXB27TXZ7,Did Not Serve,Mormon,Baptist college,High school teacher,92K,Asian American,68,Male,1,0.5
65,A2X9OAXB27TXZ7,Did Not Serve,None,State university,Farmer,92K,Native American,68,Male,0,0.16666666666666666
66,A2X9OAXB27TXZ7,Served,Mormon,Community college,Lawyer,92K,Black,45,Male,1,0.5
67,A2X9OAXB27TXZ7,Did Not Serve,None,Baptist college,Business owner,5.1M,Black,75,Female,0,0.5
68,A2X9OAXB27TXZ7,Served,Mainline protestant,State university,Business owner,5.1M,Caucasian,45,Male,1,0.6666666666666666
69,A2X9OAXB27TXZ7,Did Not Serve,Mainline protestant,Ivy League university,Farmer,54K,Caucasian,36,Female,0,0.16666666666666666
70,A2NR8ASPKF639T,Served,Mainline protestant,State university,Farmer,5.1M,White,52,Male,1,0.6666666666666666
71,A2NR8ASPKF639T,Did Not Serve,Jewish,Small college,Car dealer,92K,Hispanic,45,Female,0,0.3333333333333333
72,A2NR8ASPKF639T,Did Not Serve,Mormon,Ivy League university,Doctor,5.1M,Native American,45,Female,1,0.6666666666666666
73,A2NR8ASPKF639T,Did Not Serve,Jewish,State university,Doctor,65K,Caucasian,36,Female,0,0.3333333333333333
74,A2NR8ASPKF639T,Served,Catholic,No BA,Doctor,65K,Native American,60,Female,0,0.6666666666666666
75,A2NR8ASPKF639T,Did Not Serve,Mainline protestant,Small college,Doctor,92K,Asian American,45,Female,1,0.5
76,A2NR8ASPKF639T,Served,None,Baptist college,High school teacher,32K,Black,75,Female,0,0.5
77,A2NR8ASPKF639T,Served,Evangelical protestant,State university,Lawyer,210K,Caucasian,52,Female,1,0.8333333333333334
78,A2L3NXTP6W9B21,Did Not Serve,Evangelical protestant,Community college,Business owner,65K,White,75,Male,0,0.5
79,A2L3NXTP6W9B21,Served,Catholic,No BA,Business owner,210K,Caucasian,45,Male,1,0.6666666666666666
80,A2L3NXTP6W9B21,Served,Mormon,Baptist college,Lawyer,92K,Black,75,Female,0,0.5
81,A2L3NXTP6W9B21,Served,Mainline protestant,Baptist college,Business owner,210K,Caucasian,52,Male,1,0.6666666666666666
82,A2L3NXTP6W9B21,Did Not Serve,None,Ivy League university,Lawyer,32K,White,36,Female,0,0.5
83,A2L3NXTP6W9B21,Served,Catholic,Small college,Doctor,210K,Caucasian,68,Male,1,0.6666666666666666
84,A2L3NXTP6W9B21,Did Not Serve,Evangelical protestant,Ivy League university,Farmer,5.1M,Black,52,Male,0,0.3333333333333333
85,A2L3NXTP6W9B21,Served,Jewish,Baptist college,Doctor,210K,Hispanic,60,Male,1,0.6666666666666666
86,A2L3NXTP6W9B21,Did Not Serve,Catholic,State university,Lawyer,32K,Hispanic,68,Female,0,0.5
87,A2L3NXTP6W9B21,Served,Catholic,No BA,Lawyer,54K,Native American,45,Male,1,0.5
88,A1B5G9IXNRROII,Did Not Serve,None,Community college,High school teacher,5.1M,Black,75,Male,0,0.5
89,A1B5G9IXNRROII,Served,Jewish,State university,Farmer,54K,White,45,Female,1,0.8333333333333334
90,A1B5G9IXNRROII,Did Not Serve,Evangelical protestant,Ivy League university,Business owner,65K,Asian American,68,Male,0,0.3333333333333333
91,A1B5G9IXNRROII,Served,None,Baptist college,Car dealer,54K,Black,68,Male,1,0.6666666666666666
92,A1B5G9IXNRROII,Did Not Serve,None,Ivy League university,Business owner,65K,Asian American,75,Female,0,0.5
93,A1B5G9IXNRROII,Did Not Serve,Mormon,Ivy League university,Car dealer,32K,Native American,68,Female,1,0.6666666666666666
94,A1B5G9IXNRROII,Did Not Serve,Mormon,Small college,Lawyer,54K,Hispanic,68,Male,1,0.3333333333333333
95,A1B5G9IXNRROII,Did Not Serve,Mainline protestant,Baptist college,Car dealer,32K,Asian American,68,Male,0,0.16666666666666666
96,A1B5G9IXNRROII,Did Not Serve,Mormon,State university,High school teacher,65K,Hispanic,60,Male,0,0.5
97,A1B5G9IXNRROII,Served,None,Small college,Car dealer,54K,Caucasian,60,Male,1,0.6666666666666666
98,A2MSWFFBTZW4TP,Did Not Serve,Mormon,State university,Farmer,65K,Black,36,Female,0,0.3333333333333333
99,A2MSWFFBTZW4TP,Did Not Serve,Evangelical protestant,Ivy League university,Lawyer,92K,Native American,52,Female,1,0.5
100,A2MSWFFBTZW4TP,Did Not Serve,Mormon,Community college,Doctor,92K,White,36,Male,1,0.5
101,A2MSWFFBTZW4TP,Served,Jewish,No BA,Business owner,32K,Native American,68,Female,0,0.16666666666666666
102,A2MSWFFBTZW4TP,Served,Catholic,No BA,High school teacher,92K,Black,36,Female,0,0.6666666666666666
103,A2MSWFFBTZW4TP,Did Not Serve,Jewish,Small college,Business owner,5.1M,Hispanic,75,Female,1,0.3333333333333333
104,A2MSWFFBTZW4TP,Did Not Serve,None,Community college,Farmer,54K,Black,52,Female,1,0.5
105,A2MSWFFBTZW4TP,Did Not Serve,Mainline protestant,Community college,High school teacher,65K,White,60,Male,0,0.16666666666666666
106,A2MSWFFBTZW4TP,Did Not Serve,None,Community college,Business owner,32K,Asian American,36,Female,0,0.6666666666666666
107,A2MSWFFBTZW4TP,Did Not Serve,Mainline protestant,Ivy League university,High school teacher,92K,Asian American,68,Female,1,0.16666666666666666
108,A1BCF7200M357P,Served,Catholic,Baptist college,Car dealer,210K,Caucasian,36,Female,0,0.16666666666666666
109,A1BCF7200M357P,Served,Mormon,Small college,Lawyer,54K,White,68,Female,1,0.3333333333333333
110,A1BCF7200M357P,Served,Mainline protestant,Ivy League university,High school teacher,210K,Asian American,52,Female,0,0.3333333333333333
111,A1BCF7200M357P,Did Not Serve,None,Ivy League university,Farmer,92K,Black,60,Male,1,0.6666666666666666
112,A1BCF7200M357P,Did Not Serve,Mainline protestant,Ivy League university,Farmer,5.1M,Caucasian,68,Female,0,0.16666666666666666
113,A1BCF7200M357P,Did Not Serve,Mormon,Ivy League university,High school teacher,210K,White,36,Female,1,0.3333333333333333
114,A1BCF7200M357P,Did Not Serve,Jewish,State university,Business owner,210K,Hispanic,60,Male,1,0.3333333333333333
115,A1BCF7200M357P,Served,Evangelical protestant,State university,Business owner,210K,Caucasian,36,Male,0,0.0
116,A1BCF7200M357P,Did Not Serve,Catholic,Baptist college,Doctor,54K,Native American,75,Male,1,0.16666666666666666
117,A1BCF7200M357P,Served,Evangelical protestant,Baptist college,High school teacher,92K,White,75,Male,0,0.16666666666666666
118,A3Q0QURRI61FVB,Served,Jewish,Ivy League university,Doctor,32K,Hispanic,52,Female,1,0.8333333333333334
119,A3Q0QURRI61FVB,Served,None,Baptist college,Farmer,210K,Black,45,Male,0,0.5
120,A3Q0QURRI61FVB,Served,Mormon,State university,Farmer,92K,Hispanic,75,Female,1,1.0
121,A3Q0QURRI61FVB,Did Not Serve,Mormon,Small college,Car dealer,32K,Caucasian,45,Female,0,0.5
122,A3Q0QURRI61FVB,Served,None,Community college,Lawyer,32K,Native American,68,Male,0,0.6666666666666666
123,A3Q0QURRI61FVB,Did Not Serve,Mormon,No BA,Car dealer,210K,Black,60,Male,1,0.5
124,A3Q0QURRI61FVB,Served,Mormon,No BA,Car dealer,210K,Native American,36,Female,1,0.6666666666666666
125,A3Q0QURRI61FVB,Did Not Serve,Mormon,State university,Farmer,92K,Native American,68,Male,0,0.5
126,A3Q0QURRI61FVB,Did Not Serve,Mormon,Ivy League university,Lawyer,5.1M,Hispanic,52,Female,0,0.6666666666666666
127,A3Q0QURRI61FVB,Served,Mormon,Small college,Business owner,210K,Black,68,Female,1,0.5
128,A9EMK2TB5Z5LN,Served,Catholic,Community college,Doctor,92K,Asian American,45,Female,1,0.0
129,A9EMK2TB5Z5LN,Did Not Serve,Evangelical protestant,Baptist college,Lawyer,5.1M,Caucasian,68,Female,0,0.0
130,A9EMK2TB5Z5LN,Served,Jewish,State university,Business owner,32K,Caucasian,75,Female,1,0.0
131,A9EMK2TB5Z5LN,Served,Mainline protestant,No BA,Doctor,5.1M,Asian American,68,Male,0,0.0
132,A9EMK2TB5Z5LN,Did Not Serve,Jewish,Ivy League university,Lawyer,65K,White,36,Male,0,0.0
133,A9EMK2TB5Z5LN,Did Not Serve,Mainline protestant,Small college,Business owner,65K,Native American,52,Female,1,0.0
134,A9EMK2TB5Z5LN,Did Not Serve,None,Ivy League university,Car dealer,210K,Asian American,68,Male,0,0.0
135,A9EMK2TB5Z5LN,Served,Mormon,Ivy League university,Farmer,92K,White,52,Male,1,0.0
136,A9EMK2TB5Z5LN,Did Not Serve,Evangelical protestant,State university,Farmer,54K,Asian American,45,Male,1,0.0
137,A9EMK2TB5Z5LN,Did Not Serve,Mormon,Baptist college,Doctor,32K,Native American,75,Male,0,0.0
138,AOMQPLPIBDFJ5,Did Not Serve,Jewish,No BA,High school teacher,5.1M,Black,52,Male,0,0.6666666666666666
139,AOMQPLPIBDFJ5,Served,Mainline protestant,State university,High school teacher,92K,Asian American,75,Female,1,0.8333333333333334
140,AOMQPLPIBDFJ5,Did Not Serve,Mainline protestant,Small college,Farmer,210K,White,36,Female,0,0.3333333333333333
141,AOMQPLPIBDFJ5,Did Not Serve,None,Ivy League university,Doctor,65K,Native American,60,Female,1,0.6666666666666666
142,AOMQPLPIBDFJ5,Served,Evangelical protestant,No BA,Business owner,92K,Asian American,68,Male,0,0.16666666666666666
143,AOMQPLPIBDFJ5,Served,Mainline protestant,State university,Farmer,54K,Asian American,75,Female,1,0.5
144,AOMQPLPIBDFJ5,Served,None,State university,Doctor,5.1M,Caucasian,75,Female,1,0.6666666666666666
145,AOMQPLPIBDFJ5,Served,Mainline protestant,Small college,Business owner,5.1M,Native American,60,Male,0,0.5
146,AOMQPLPIBDFJ5,Did Not Serve,Jewish,Baptist college,Car dealer,210K,White,36,Female,1,0.6666666666666666
147,AOMQPLPIBDFJ5,Served,Mormon,Baptist college,Doctor,92K,Caucasian,68,Female,0,0.5
148,A195MOXRMNHRVT,Did Not Serve,Mainline protestant,Community college,Business owner,65K,Asian American,45,Female,1,0.5
149,A195MOXRMNHRVT,Did Not Serve,None,Baptist college,Farmer,54K,Caucasian,68,Female,0,0.5
150,A195MOXRMNHRVT,Served,Mainline protestant,Ivy League university,Farmer,92K,Native American,52,Female,1,0.5
151,A195MOXRMNHRVT,Did Not Serve,Evangelical protestant,Small college,Farmer,65K,Native American,75,Female,0,0.3333333333333333
152,A195MOXRMNHRVT,Served,Jewish,Ivy League university,Lawyer,32K,Hispanic,52,Female,1,0.5
153,A195MOXRMNHRVT,Served,Mormon,Ivy League university,Car dealer,5.1M,Hispanic,68,Female,0,0.3333333333333333
154,A195MOXRMNHRVT,Did Not Serve,Mormon,Small college,Business owner,54K,Black,68,Male,1,0.5
155,A195MOXRMNHRVT,Did Not Serve,Jewish,Community college,Doctor,5.1M,Black,45,Male,0,0.5
156,A1E9IO2W1ZN36,Served,None,Small college,Car dealer,65K,Caucasian,36,Female,1,0.6666666666666666
157,A1E9IO2W1ZN36,Served,Evangelical protestant,Baptist college,Farmer,5.1M,Caucasian,45,Male,0,0.3333333333333333
158,A1E9IO2W1ZN36,Served,Catholic,No BA,Farmer,210K,Native American,45,Male,1,0.8333333333333334
159,A1E9IO2W1ZN36,Did Not Serve,Catholic,No BA,Lawyer,32K,White,36,Female,0,0.6666666666666666
160,A1E9IO2W1ZN36,Served,Mormon,Ivy League university,Lawyer,54K,Black,68,Female,1,0.8333333333333334
161,A1E9IO2W1ZN36,Did Not Serve,Mormon,No BA,Business owner,92K,Asian American,60,Female,0,0.5
162,A1E9IO2W1ZN36,Did Not Serve,Mainline protestant,Community college,High school teacher,5.1M,White,68,Female,0,0.6666666666666666
163,A1E9IO2W1ZN36,Did Not Serve,Mormon,Community college,High school teacher,210K,White,36,Female,1,0.5
164,A1E9IO2W1ZN36,Served,Evangelical protestant,Small college,Lawyer,5.1M,Black,75,Male,0,0.8333333333333334
165,A1E9IO2W1ZN36,Did Not Serve,Mormon,Community college,Business owner,210K,White,75,Male,1,0.6666666666666666
166,ALM36GCRAZDG8,Did Not Serve,Catholic,Community college,Farmer,92K,Black,36,Female,0,0.16666666666666666
167,ALM36GCRAZDG8,Served,Evangelical protestant,No BA,Doctor,92K,Asian American,60,Female,1,0.3333333333333333
168,ALM36GCRAZDG8,Did Not Serve,Mainline protestant,No BA,Doctor,54K,Native American,68,Male,0,0.3333333333333333
169,ALM36GCRAZDG8,Served,None,Baptist college,Car dealer,92K,Asian American,75,Male,1,0.5
170,ALM36GCRAZDG8,Served,None,Baptist college,High school teacher,210K,White,36,Female,1,0.8333333333333334
171,ALM36GCRAZDG8,Did Not Serve,Mormon,Community college,Doctor,5.1M,Caucasian,45,Male,0,0.5
172,ALM36GCRAZDG8,Served,Mainline protestant,No BA,Car dealer,32K,Caucasian,36,Male,0,0.5
173,ALM36GCRAZDG8,Did Not Serve,Jewish,Small college,Lawyer,32K,Hispanic,60,Female,1,0.5
174,ALM36GCRAZDG8,Served,Catholic,Small college,High school teacher,32K,White,75,Female,0,0.6666666666666666
175,ALM36GCRAZDG8,Did Not Serve,None,Baptist college,Business owner,54K,Native American,36,Male,1,0.6666666666666666
176,A3NXXKUNDI4NJ0,Served,Evangelical protestant,Community college,Business owner,65K,White,36,Female,1,0.6666666666666666
177,A3NXXKUNDI4NJ0,Did Not Serve,Evangelical protestant,Baptist college,Car dealer,54K,Hispanic,52,Male,0,0.3333333333333333
178,A3NXXKUNDI4NJ0,Served,Mormon,Small college,Doctor,210K,Asian American,36,Female,1,0.8333333333333334
179,A3NXXKUNDI4NJ0,Did Not Serve,None,Baptist college,Car dealer,92K,Caucasian,60,Female,0,0.16666666666666666
180,A3NXXKUNDI4NJ0,Did Not Serve,Catholic,Ivy League university,Farmer,65K,Black,60,Female,0,0.8333333333333334
181,A3NXXKUNDI4NJ0,Did Not Serve,None,Ivy League university,Business owner,5.1M,Black,75,Male,1,0.6666666666666666
182,A3NXXKUNDI4NJ0,Served,None,No BA,Lawyer,92K,Native American,45,Female,1,0.8333333333333334
183,A3NXXKUNDI4NJ0,Served,Jewish,No BA,Farmer,65K,Black,60,Male,0,0.5
184,A3NXXKUNDI4NJ0,Served,Mainline protestant,Ivy League university,Car dealer,210K,Black,75,Female,1,0.8333333333333334
185,A3NXXKUNDI4NJ0,Served,Jewish,State university,Doctor,5.1M,Black,75,Male,0,0.5
186,AY1K76RPLKNCZ,Did Not Serve,Mormon,Ivy League university,Farmer,210K,Asian American,45,Female,1,0.6666666666666666
187,AY1K76RPLKNCZ,Did Not Serve,Mormon,Ivy League university,Doctor,32K,Native American,68,Female,0,0.3333333333333333
188,AY1K76RPLKNCZ,Did Not Serve,Mormon,Baptist college,Farmer,65K,Native American,52,Female,0,0.3333333333333333
189,AY1K76RPLKNCZ,Served,Mormon,Small college,Lawyer,54K,Native American,60,Female,1,0.6666666666666666
190,AY1K76RPLKNCZ,Did Not Serve,Jewish,Ivy League university,Farmer,54K,Caucasian,60,Female,1,0.5
191,AY1K76RPLKNCZ,Served,None,Community college,Farmer,65K,Asian American,75,Female,0,0.3333333333333333
192,AY1K76RPLKNCZ,Did Not Serve,Mainline protestant,State university,High school teacher,92K,Native American,75,Male,1,0.8333333333333334
193,AY1K76RPLKNCZ,Served,Mormon,No BA,Doctor,5.1M,Caucasian,52,Male,0,0.5
194,AY1K76RPLKNCZ,Did Not Serve,Mormon,No BA,Car dealer,210K,Native American,68,Male,0,0.6666666666666666
195,AY1K76RPLKNCZ,Did Not Serve,Jewish,Baptist college,High school teacher,210K,Asian American,60,Female,1,0.3333333333333333
196,AQ54A5VJA42HG,Did Not Serve,Jewish,State university,Doctor,210K,Caucasian,75,Female,1,0.6666666666666666
197,AQ54A5VJA42HG,Served,Catholic,Baptist college,Lawyer,5.1M,Black,75,Male,0,0.5
198,AQ54A5VJA42HG,Did Not Serve,Evangelical protestant,Community college,Business owner,5.1M,Asian American,45,Female,1,0.5
199,AQ54A5VJA42HG,Served,None,No BA,Doctor,5.1M,Native American,68,Female,0,0.5
200,AQ54A5VJA42HG,Served,Jewish,Small college,Doctor,92K,Native American,68,Male,0,0.5
201,AQ54A5VJA42HG,Did Not Serve,Catholic,Small college,Business owner,54K,Asian American,45,Female,1,0.6666666666666666
202,AQ54A5VJA42HG,Did Not Serve,Jewish,Community college,Lawyer,65K,Black,68,Male,0,0.5
203,AQ54A5VJA42HG,Served,Catholic,Ivy League university,Farmer,210K,Caucasian,36,Male,1,0.8333333333333334
204,AQ54A5VJA42HG,Served,Mormon,Baptist college,Business owner,5.1M,Caucasian,45,Female,1,0.5
205,AQ54A5VJA42HG,Served,None,Small college,Business owner,65K,Native American,75,Female,0,0.5
206,A364UTLJ3QAVBF,Served,Evangelical protestant,Ivy League university,Business owner,92K,White,60,Female,1,0.6666666666666666
207,A364UTLJ3QAVBF,Did Not Serve,Catholic,Baptist college,High school teacher,5.1M,Hispanic,68,Male,0,0.3333333333333333
208,A364UTLJ3QAVBF,Served,Jewish,Baptist college,High school teacher,54K,Hispanic,45,Female,1,0.8333333333333334
209,A364UTLJ3QAVBF,Did Not Serve,Catholic,Community college,Lawyer,5.1M,White,45,Female,0,0.5
210,A364UTLJ3QAVBF,Served,Catholic,Baptist college,Lawyer,65K,Caucasian,68,Female,0,0.5
211,A364UTLJ3QAVBF,Served,None,Baptist college,Business owner,54K,Hispanic,52,Female,1,0.8333333333333334
212,A364UTLJ3QAVBF,Served,Mormon,Community college,Doctor,32K,Hispanic,60,Male,0,0.6666666666666666
213,A364UTLJ3QAVBF,Served,Mainline protestant,Baptist college,Doctor,65K,Native American,75,Female,1,0.6666666666666666
214,A364UTLJ3QAVBF,Did Not Serve,Evangelical protestant,No BA,Business owner,92K,Asian American,68,Male,0,0.6666666666666666
215,A364UTLJ3QAVBF,Served,Mainline protestant,State university,Business owner,65K,Caucasian,52,Male,1,0.6666666666666666
216,A3N7R7P9HP2YB6,Served,Jewish,Community college,Business owner,32K,Native American,36,Female,1,1.0
217,A3N7R7P9HP2YB6,Did Not Serve,Mormon,No BA,Doctor,210K,White,68,Male,0,0.3333333333333333
218,A3N7R7P9HP2YB6,Did Not Serve,Evangelical protestant,Ivy League university,Doctor,54K,Caucasian,60,Male,0,0.16666666666666666
219,A3N7R7P9HP2YB6,Did Not Serve,Mainline protestant,Ivy League university,Farmer,65K,Hispanic,60,Female,1,0.6666666666666666
220,A3N7R7P9HP2YB6,Served,Jewish,Small college,Doctor,210K,Native American,36,Male,1,0.6666666666666666
221,A3N7R7P9HP2YB6,Served,Evangelical protestant,No BA,Business owner,65K,Hispanic,36,Female,0,0.5
222,A3N7R7P9HP2YB6,Served,Catholic,Small college,Car dealer,65K,Asian American,45,Female,1,0.8333333333333334
223,A3N7R7P9HP2YB6,Did Not Serve,Jewish,Baptist college,Farmer,92K,Caucasian,75,Male,0,0.6666666666666666
224,A3N7R7P9HP2YB6,Served,Evangelical protestant,Baptist college,Car dealer,5.1M,Black,68,Male,0,0.3333333333333333
225,A3N7R7P9HP2YB6,Did Not Serve,Catholic,No BA,Car dealer,32K,Native American,36,Female,1,0.6666666666666666
226,A3GCHX9D53ETS9,Served,None,Small college,Lawyer,92K,Asian American,75,Female,1,0.8333333333333334
227,A3GCHX9D53ETS9,Served,Catholic,Baptist college,Doctor,32K,Hispanic,68,Male,0,0.6666666666666666
228,A3GCHX9D53ETS9,Did Not Serve,Catholic,No BA,Car dealer,92K,Native American,75,Male,0,0.3333333333333333
229,A3GCHX9D53ETS9,Served,Evangelical protestant,State university,Farmer,65K,Asian American,36,Male,1,0.8333333333333334
230,A3GCHX9D53ETS9,Did Not Serve,Mormon,No BA,Doctor,5.1M,Native American,75,Male,0,0.5
231,A3GCHX9D53ETS9,Served,Mormon,Small college,Business owner,92K,Black,60,Female,1,0.8333333333333334
232,A3GCHX9D53ETS9,Did Not Serve,Catholic,Ivy League university,Car dealer,54K,Asian American,36,Female,0,0.16666666666666666
233,A3GCHX9D53ETS9,Served,Mormon,Ivy League university,Car dealer,32K,Native American,60,Male,1,0.8333333333333334
234,A3GCHX9D53ETS9,Did Not Serve,Mainline protestant,Community college,Business owner,65K,Caucasian,52,Male,1,0.6666666666666666
235,A3GCHX9D53ETS9,Did Not Serve,Evangelical protestant,State university,High school teacher,210K,Black,60,Male,0,0.3333333333333333
