country,life_expectancy,year,status,adult_mortality,inf_death,alcohol,hepatitisB,measles,bmi,polio,diphtheria,hiv,gdp,total_expenditure,thinness_till19,thinness_till9,school,population
Angola,45.833333333333336,2000,Developing,161.0,96.66666666666667,2.4166666666666665,,7736.666666666667,15.833333333333334,27.0,35.666666666666664,2.1333333333333333,597.5491336333333,3.9333333333333336,1.7,1.7,5.066666666666666,12066946.333333334
Antigua and Barbuda,73.8,2002,Developing,154.33333333333334,0.0,7.329999999999999,97.5,0.0,38.86666666666667,96.0,96.66666666666667,0.10000000000000002,9540.010783333333,4.34,3.6333333333333333,3.533333333333333,0.0,
Antigua and Barbuda,73.8,2001,Developing,154.33333333333334,0.0,7.329999999999999,97.5,0.0,38.86666666666667,96.0,96.66666666666667,0.10000000000000002,9540.010783333333,4.34,3.6333333333333333,3.533333333333333,0.0,
Antigua and Barbuda,73.8,2000,Developing,154.33333333333334,0.0,7.329999999999999,97.5,0.0,38.86666666666667,96.0,96.66666666666667,0.10000000000000002,9540.010783333333,4.34,3.6333333333333333,3.533333333333333,0.0,
Argentina,74.06666666666666,2002,Developing,137.66666666666666,12.0,7.75,66.0,2.0,54.56666666666666,89.0,86.33333333333333,0.10000000000000002,3655.387252666667,8.966666666666667,1.2,1.0666666666666667,15.633333333333333,3764516.0
Argentina,74.06666666666666,2001,Developing,137.66666666666666,12.0,7.75,66.0,2.0,54.56666666666666,89.0,86.33333333333333,0.10000000000000002,3655.387252666667,8.966666666666667,1.2,1.0666666666666667,15.633333333333333,3764516.0
Argentina,74.06666666666666,2000,Developing,137.66666666666666,12.0,7.75,66.0,2.0,54.56666666666666,89.0,86.33333333333333,0.10000000000000002,3655.387252666667,8.966666666666667,1.2,1.0666666666666667,15.633333333333333,3764516.0
Armenia,72.39999999999999,2002,Developing,139.0,1.0,2.873333333333333,71.66666666666667,41.333333333333336,47.43333333333333,96.33333333333333,93.66666666666667,0.10000000000000002,700.1465219,5.863333333333333,2.1,2.1333333333333333,11.033333333333331,246380.0
Armenia,72.39999999999999,2001,Developing,139.0,1.0,2.873333333333333,71.66666666666667,41.333333333333336,47.43333333333333,96.33333333333333,93.66666666666667,0.10000000000000002,700.1465219,5.863333333333333,2.1,2.1333333333333333,11.033333333333331,246380.0
Armenia,72.39999999999999,2000,Developing,139.0,1.0,2.873333333333333,71.66666666666667,41.333333333333336,47.43333333333333,96.33333333333333,93.66666666666667,0.10000000000000002,700.1465219,5.863333333333333,2.1,2.1333333333333333,11.033333333333331,246380.0
Australia,79.76666666666667,2002,Developed,75.33333333333333,1.0,9.846666666666666,94.5,93.66666666666667,58.93333333333334,64.0,64.33333333333333,0.10000000000000002,7323.193436666667,8.456666666666667,0.6999999999999998,0.6999999999999998,20.333333333333332,78360.0
Australia,79.76666666666667,2001,Developed,75.33333333333333,1.0,9.846666666666666,94.5,93.66666666666667,58.93333333333334,64.0,64.33333333333333,0.10000000000000002,7323.193436666667,8.456666666666667,0.6999999999999998,0.6999999999999998,20.333333333333332,78360.0
Australia,79.76666666666667,2000,Developed,75.33333333333333,1.0,9.846666666666666,94.5,93.66666666666667,58.93333333333334,64.0,64.33333333333333,0.10000000000000002,7323.193436666667,8.456666666666667,0.6999999999999998,0.6999999999999998,20.333333333333332,78360.0
Austria,78.46666666666667,2002,Developed,65.66666666666667,0.0,12.699999999999998,52.666666666666664,0.0,20.633333333333336,78.66666666666667,82.66666666666667,0.10000000000000002,25119.459553333334,1.33,1.7,1.8999999999999997,15.666666666666666,845272.0
Austria,78.46666666666667,2001,Developed,65.66666666666667,0.0,12.699999999999998,52.666666666666664,0.0,20.633333333333336,78.66666666666667,82.66666666666667,0.10000000000000002,25119.459553333334,1.33,1.7,1.8999999999999997,15.666666666666666,845272.0
Austria,78.46666666666667,2000,Developed,65.66666666666667,0.0,12.699999999999998,52.666666666666664,0.0,20.633333333333336,78.66666666666667,82.66666666666667,0.10000000000000002,25119.459553333334,1.33,1.7,1.8999999999999997,15.666666666666666,845272.0
Azerbaijan,67.3,2002,Developing,104.33333333333333,8.0,0.57,5.0,1712.3333333333333,42.6,53.333333333333336,76.33333333333333,0.10000000000000002,497.79891646666664,4.54,3.1333333333333333,3.1,10.366666666666667,302264.3333333333
Azerbaijan,67.3,2001,Developing,104.33333333333333,8.0,0.57,5.0,1712.3333333333333,42.6,53.333333333333336,76.33333333333333,0.10000000000000002,497.79891646666664,4.54,3.1333333333333333,3.1,10.366666666666667,302264.3333333333
Azerbaijan,67.3,2000,Developing,104.33333333333333,8.0,0.57,5.0,1712.3333333333333,42.6,53.333333333333336,76.33333333333333,0.10000000000000002,497.79891646666664,4.54,3.1333333333333333,3.1,10.366666666666667,302264.3333333333
Bahamas,72.86666666666666,2002,Developing,133.33333333333334,0.0,11.546666666666667,55.0,0.0,55.199999999999996,94.0,97.33333333333333,0.13333333333333333,,5.206666666666667,2.6666666666666665,2.6,12.066666666666668,
Bahamas,72.86666666666666,2001,Developing,133.33333333333334,0.0,11.546666666666667,55.0,0.0,55.199999999999996,94.0,97.33333333333333,0.13333333333333333,,5.206666666666667,2.6666666666666665,2.6,12.066666666666668,
Bahamas,72.86666666666666,2000,Developing,133.33333333333334,0.0,11.546666666666667,55.0,0.0,55.199999999999996,94.0,97.33333333333333,0.13333333333333333,,5.206666666666667,2.6666666666666665,2.6,12.066666666666668,
Bahrain,74.7,2002,Developing,62.666666666666664,0.0,2.03,98.0,6.333333333333333,54.76666666666667,98.0,98.0,0.10000000000000002,9272.297416666666,3.733333333333333,6.2,5.966666666666666,13.333333333333334,
Bahrain,74.7,2001,Developing,62.666666666666664,0.0,2.03,98.0,6.333333333333333,54.76666666666667,98.0,98.0,0.10000000000000002,9272.297416666666,3.733333333333333,6.2,5.966666666666666,13.333333333333334,
Bahrain,74.7,2000,Developing,62.666666666666664,0.0,2.03,98.0,6.333333333333333,54.76666666666667,98.0,98.0,0.10000000000000002,9272.297416666666,3.733333333333333,6.2,5.966666666666666,13.333333333333334,
Bangladesh,65.8,2002,Developing,168.33333333333334,219.0,0.01,,4332.0,4.8,83.66666666666667,83.33333333333333,0.10000000000000002,30.948466566666667,2.4633333333333334,2.6999999999999997,21.3,7.5,44763208.666666664
Bangladesh,65.8,2001,Developing,168.33333333333334,219.0,0.01,,4332.0,4.8,83.66666666666667,83.33333333333333,0.10000000000000002,30.948466566666667,2.4633333333333334,2.6999999999999997,21.3,7.5,44763208.666666664
Bangladesh,65.8,2000,Developing,168.33333333333334,219.0,0.01,,4332.0,4.8,83.66666666666667,83.33333333333333,0.10000000000000002,30.948466566666667,2.4633333333333334,2.6999999999999997,21.3,7.5,44763208.666666664
Barbados,73.39999999999999,2002,Developing,125.0,0.0,7.466666666666666,42.0,0.0,43.800000000000004,88.33333333333333,88.0,0.7999999999999999,11585.792313333333,5.463333333333334,4.233333333333333,4.166666666666667,14.0,
Barbados,73.39999999999999,2001,Developing,125.0,0.0,7.466666666666666,42.0,0.0,43.800000000000004,88.33333333333333,88.0,0.7999999999999999,11585.792313333333,5.463333333333334,4.233333333333333,4.166666666666667,14.0,
Barbados,73.39999999999999,2000,Developing,125.0,0.0,7.466666666666666,42.0,0.0,43.800000000000004,88.33333333333333,88.0,0.7999999999999999,11585.792313333333,5.463333333333334,4.233333333333333,4.166666666666667,14.0,
Belarus,67.63333333333334,2002,Developing,254.33333333333334,1.0,11.983333333333334,66.33333333333333,26.666666666666668,54.86666666666667,99.0,99.0,0.10000000000000002,1333.3482223333333,6.406666666666666,2.6,2.733333333333333,13.333333333333334,6930686.0
Belarus,67.63333333333334,2001,Developing,254.33333333333334,1.0,11.983333333333334,66.33333333333333,26.666666666666668,54.86666666666667,99.0,99.0,0.10000000000000002,1333.3482223333333,6.406666666666666,2.6,2.733333333333333,13.333333333333334,6930686.0
Belarus,67.63333333333334,2000,Developing,254.33333333333334,1.0,11.983333333333334,66.33333333333333,26.666666666666668,54.86666666666667,99.0,99.0,0.10000000000000002,1333.3482223333333,6.406666666666666,2.6,2.733333333333333,13.333333333333334,6930686.0
Belgium,77.86666666666666,2002,Developed,37.0,1.0,11.17,6.0,27.666666666666668,58.53333333333333,96.0,95.0,0.10000000000000002,9333.786083333334,8.29,0.8000000000000002,0.8000000000000002,18.333333333333332,528855.6666666666
Belgium,77.86666666666666,2001,Developed,37.0,1.0,11.17,6.0,27.666666666666668,58.53333333333333,96.0,95.0,0.10000000000000002,9333.786083333334,8.29,0.8000000000000002,0.8000000000000002,18.333333333333332,528855.6666666666
Belgium,77.86666666666666,2000,Developed,37.0,1.0,11.17,6.0,27.666666666666668,58.53333333333333,96.0,95.0,0.10000000000000002,9333.786083333334,8.29,0.8000000000000002,0.8000000000000002,18.333333333333332,528855.6666666666
Belize,68.33333333333333,2002,Developing,138.66666666666666,0.0,4.8933333333333335,89.66666666666667,0.0,29.400000000000002,93.33333333333333,92.0,0.26666666666666666,3446.7537516666666,4.286666666666666,3.733333333333333,3.6666666666666665,11.800000000000002,176175.0
Belize,68.33333333333333,2001,Developing,138.66666666666666,0.0,4.8933333333333335,89.66666666666667,0.0,29.400000000000002,93.33333333333333,92.0,0.26666666666666666,3446.7537516666666,4.286666666666666,3.733333333333333,3.6666666666666665,11.800000000000002,176175.0
Belize,68.33333333333333,2000,Developing,138.66666666666666,0.0,4.8933333333333335,89.66666666666667,0.0,29.400000000000002,93.33333333333333,92.0,0.26666666666666666,3446.7537516666666,4.286666666666666,3.733333333333333,3.6666666666666665,11.800000000000002,176175.0
Benin,55.5,2002,Developing,281.0,25.0,1.2866666666666668,15.0,3897.0,18.8,77.0,76.33333333333333,2.066666666666667,390.5425035,4.433333333333334,9.5,9.4,6.766666666666666,4979359.333333333
Benin,55.5,2001,Developing,281.0,25.0,1.2866666666666668,15.0,3897.0,18.8,77.0,76.33333333333333,2.066666666666667,390.5425035,4.433333333333334,9.5,9.4,6.766666666666666,4979359.333333333
Benin,55.5,2000,Developing,281.0,25.0,1.2866666666666668,15.0,3897.0,18.8,77.0,76.33333333333333,2.066666666666667,390.5425035,4.433333333333334,9.5,9.4,6.766666666666666,4979359.333333333
Bhutan,62.06666666666666,2002,Developing,207.66666666666666,1.0,0.19999999999999998,90.0,400.3333333333333,14.4,91.66666666666667,88.66666666666667,0.10000000000000002,579.8134092,6.8566666666666665,18.900000000000002,19.633333333333333,7.633333333333333,215237.0
Bhutan,62.06666666666666,2001,Developing,207.66666666666666,1.0,0.19999999999999998,90.0,400.3333333333333,14.4,91.66666666666667,88.66666666666667,0.10000000000000002,579.8134092,6.8566666666666665,18.900000000000002,19.633333333333333,7.633333333333333,215237.0
Bhutan,62.06666666666666,2000,Developing,207.66666666666666,1.0,0.19999999999999998,90.0,400.3333333333333,14.4,91.66666666666667,88.66666666666667,0.10000000000000002,579.8134092,6.8566666666666665,18.900000000000002,19.633333333333333,7.633333333333333,215237.0
Bolivia (Plurinational State of),63.26666666666666,2002,Developing,238.33333333333334,14.333333333333334,2.26,77.0,40.666666666666664,43.300000000000004,73.66666666666667,74.33333333333333,0.10000000000000002,,6.169999999999999,1.4666666666666668,1.3666666666666665,13.666666666666666,
Bolivia (Plurinational State of),63.26666666666666,2001,Developing,238.33333333333334,14.333333333333334,2.26,77.0,40.666666666666664,43.300000000000004,73.66666666666667,74.33333333333333,0.10000000000000002,,6.169999999999999,1.4666666666666668,1.3666666666666665,13.666666666666666,
Bolivia (Plurinational State of),63.26666666666666,2000,Developing,238.33333333333334,14.333333333333334,2.26,77.0,40.666666666666664,43.300000000000004,73.66666666666667,74.33333333333333,0.10000000000000002,,6.169999999999999,1.4666666666666668,1.3666666666666665,13.666666666666666,
Bosnia and Herzegovina,74.96666666666667,2002,Developing,80.0,0.0,3.776666666666667,,23.666666666666668,48.199999999999996,88.33333333333333,61.333333333333336,0.10000000000000002,1582.568355666667,7.386666666666667,3.2000000000000006,3.1666666666666665,7.833333333333333,1508515.6666666667
Bosnia and Herzegovina,74.96666666666667,2001,Developing,80.0,0.0,3.776666666666667,,23.666666666666668,48.199999999999996,88.33333333333333,61.333333333333336,0.10000000000000002,1582.568355666667,7.386666666666667,3.2000000000000006,3.1666666666666665,7.833333333333333,1508515.6666666667
Bosnia and Herzegovina,74.96666666666667,2000,Developing,80.0,0.0,3.776666666666667,,23.666666666666668,48.199999999999996,88.33333333333333,61.333333333333336,0.10000000000000002,1582.568355666667,7.386666666666667,3.2000000000000006,3.1666666666666665,7.833333333333333,1508515.6666666667
Botswana,46.833333333333336,2002,Developing,675.0,2.0,5.753333333333334,87.0,893.3333333333334,21.5,97.0,97.0,36.86666666666667,2278.0948473333333,5.613333333333333,11.833333333333334,11.766666666666666,11.800000000000002,1235907.3333333333
Botswana,46.833333333333336,2001,Developing,675.0,2.0,5.753333333333334,87.0,893.3333333333334,21.5,97.0,97.0,36.86666666666667,2278.0948473333333,5.613333333333333,11.833333333333334,11.766666666666666,11.800000000000002,1235907.3333333333
Botswana,46.833333333333336,2000,Developing,675.0,2.0,5.753333333333334,87.0,893.3333333333334,21.5,97.0,97.0,36.86666666666667,2278.0948473333333,5.613333333333333,11.833333333333334,11.766666666666666,11.800000000000002,1235907.3333333333
Brazil,72.46666666666667,2002,Developing,179.33333333333334,103.0,7.13,92.33333333333333,12.666666666666666,44.5,99.0,98.33333333333333,0.10000000000000002,3235.2402203333336,7.206666666666667,3.3666666666666667,3.3666666666666667,14.333333333333334,59626758.333333336
Brazil,72.46666666666667,2001,Developing,179.33333333333334,103.0,7.13,92.33333333333333,12.666666666666666,44.5,99.0,98.33333333333333,0.10000000000000002,3235.2402203333336,7.206666666666667,3.3666666666666667,3.3666666666666667,14.333333333333334,59626758.333333336
Brazil,72.46666666666667,2000,Developing,179.33333333333334,103.0,7.13,92.33333333333333,12.666666666666666,44.5,99.0,98.33333333333333,0.10000000000000002,3235.2402203333336,7.206666666666667,3.3666666666666667,3.3666666666666667,14.333333333333334,59626758.333333336
Brunei Darussalam,74.63333333333334,2002,Developing,43.333333333333336,0.0,0.3233333333333333,99.0,17.666666666666668,27.03333333333333,99.0,96.66666666666667,0.10000000000000002,11167.598973333334,3.5,6.766666666666667,6.2,13.366666666666667,
Brunei Darussalam,74.63333333333334,2001,Developing,43.333333333333336,0.0,0.3233333333333333,99.0,17.666666666666668,27.03333333333333,99.0,96.66666666666667,0.10000000000000002,11167.598973333334,3.5,6.766666666666667,6.2,13.366666666666667,
Brunei Darussalam,74.63333333333334,2000,Developing,43.333333333333336,0.0,0.3233333333333333,99.0,17.666666666666668,27.03333333333333,99.0,96.66666666666667,0.10000000000000002,11167.598973333334,3.5,6.766666666666667,6.2,13.366666666666667,
Bulgaria,71.49999999999999,2002,Developed,112.0,1.0,10.203333333333333,91.66666666666667,18.0,57.53333333333333,94.0,93.33333333333333,0.10000000000000002,740.598191,7.113333333333333,2.433333333333333,2.466666666666667,12.9,2914491.6666666665
Bulgaria,71.49999999999999,2001,Developed,112.0,1.0,10.203333333333333,91.66666666666667,18.0,57.53333333333333,94.0,93.33333333333333,0.10000000000000002,740.598191,7.113333333333333,2.433333333333333,2.466666666666667,12.9,2914491.6666666665
Bulgaria,71.49999999999999,2000,Developed,112.0,1.0,10.203333333333333,91.66666666666667,18.0,57.53333333333333,94.0,93.33333333333333,0.10000000000000002,740.598191,7.113333333333333,2.433333333333333,2.466666666666667,12.9,2914491.6666666665
Burkina Faso,52.666666666666664,2002,Developing,343.3333333333333,48.333333333333336,4.266666666666667,,3997.3333333333335,12.533333333333331,58.666666666666664,58.666666666666664,3.6,162.9102517,5.236666666666666,11.200000000000001,4.833333333333333,3.5,4411820.0
Burkina Faso,52.666666666666664,2001,Developing,343.3333333333333,48.333333333333336,4.266666666666667,,3997.3333333333335,12.533333333333331,58.666666666666664,58.666666666666664,3.6,162.9102517,5.236666666666666,11.200000000000001,4.833333333333333,3.5,4411820.0
Burkina Faso,52.666666666666664,2000,Developing,343.3333333333333,48.333333333333336,4.266666666666667,,3997.3333333333335,12.533333333333331,58.666666666666664,58.666666666666664,3.6,162.9102517,5.236666666666666,11.200000000000001,4.833333333333333,3.5,4411820.0
Burundi,53.6,2002,Developing,386.0,24.666666666666668,6.226666666666667,,6459.666666666667,13.033333333333333,72.33333333333333,56.666666666666664,5.233333333333333,130.72493456666666,5.03,8.833333333333334,8.799999999999999,4.466666666666667,4434624.666666667
Burundi,53.6,2001,Developing,386.0,24.666666666666668,6.226666666666667,,6459.666666666667,13.033333333333333,72.33333333333333,56.666666666666664,5.233333333333333,130.72493456666666,5.03,8.833333333333334,8.799999999999999,4.466666666666667,4434624.666666667
Burundi,53.6,2000,Developing,386.0,24.666666666666668,6.226666666666667,,6459.666666666667,13.033333333333333,72.33333333333333,56.666666666666664,5.233333333333333,130.72493456666666,5.03,8.833333333333334,8.799999999999999,4.466666666666667,4434624.666666667
Côte d'Ivoire,47.800000000000004,2002,Developing,467.0,65.66666666666667,3.2433333333333336,24.5,5800.333333333333,13.899999999999999,26.666666666666668,65.0,7.0,,5.1066666666666665,7.900000000000001,7.900000000000001,,
Côte d'Ivoire,47.800000000000004,2001,Developing,467.0,65.66666666666667,3.2433333333333336,24.5,5800.333333333333,13.899999999999999,26.666666666666668,65.0,7.0,,5.1066666666666665,7.900000000000001,7.900000000000001,,
Côte d'Ivoire,47.800000000000004,2000,Developing,467.0,65.66666666666667,3.2433333333333336,24.5,5800.333333333333,13.899999999999999,26.666666666666668,65.0,7.0,,5.1066666666666665,7.900000000000001,7.900000000000001,,
Cabo Verde,73.3,2002,Developing,151.66666666666666,0.0,3.706666666666667,4.0,0.6666666666666666,22.066666666666666,64.0,36.333333333333336,0.8000000000000002,1293.9260183333333,5.056666666666666,9.4,9.299999999999999,11.200000000000001,177503.66666666666
Cabo Verde,73.3,2001,Developing,151.66666666666666,0.0,3.706666666666667,4.0,0.6666666666666666,22.066666666666666,64.0,36.333333333333336,0.8000000000000002,1293.9260183333333,5.056666666666666,9.4,9.299999999999999,11.200000000000001,177503.66666666666
Cabo Verde,73.3,2000,Developing,151.66666666666666,0.0,3.706666666666667,4.0,0.6666666666666666,22.066666666666666,64.0,36.333333333333336,0.8000000000000002,1293.9260183333333,5.056666666666666,9.4,9.299999999999999,11.200000000000001,177503.66666666666
Cambodia,58.5,2002,Developing,273.3333333333333,25.0,1.5499999999999998,,5786.333333333333,12.433333333333335,58.333333333333336,39.666666666666664,2.1333333333333333,221.52975766666668,5.84,11.6,11.833333333333334,7.666666666666667,8676518.666666666
Cambodia,58.5,2001,Developing,273.3333333333333,25.0,1.5499999999999998,,5786.333333333333,12.433333333333335,58.333333333333336,39.666666666666664,2.1333333333333333,221.52975766666668,5.84,11.6,11.833333333333334,7.666666666666667,8676518.666666666
Cambodia,58.5,2000,Developing,273.3333333333333,25.0,1.5499999999999998,,5786.333333333333,12.433333333333335,58.333333333333336,39.666666666666664,2.1333333333333333,221.52975766666668,5.84,11.6,11.833333333333334,7.666666666666667,8676518.666666666
Cameroon,51.5,2002,Developing,160.66666666666666,61.0,4.306666666666667,,13337.0,15.333333333333334,61.333333333333336,63.666666666666664,7.8,453.16166463333326,4.680000000000001,7.533333333333334,7.666666666666667,7.466666666666666,10877015.666666666
Cameroon,51.5,2001,Developing,160.66666666666666,61.0,4.306666666666667,,13337.0,15.333333333333334,61.333333333333336,63.666666666666664,7.8,453.16166463333326,4.680000000000001,7.533333333333334,7.666666666666667,7.466666666666666,10877015.666666666
Cameroon,51.5,2000,Developing,160.66666666666666,61.0,4.306666666666667,,13337.0,15.333333333333334,61.333333333333336,63.666666666666664,7.8,453.16166463333326,4.680000000000001,7.533333333333334,7.666666666666667,7.466666666666666,10877015.666666666
Canada,79.33333333333333,2002,Developing,56.333333333333336,2.0,7.633333333333333,,82.0,58.53333333333333,88.0,88.66666666666667,0.10000000000000002,23994.535663333332,9.046666666666667,0.5,0.43333333333333335,15.833333333333334,33626.0
Canada,79.33333333333333,2001,Developing,56.333333333333336,2.0,7.633333333333333,,82.0,58.53333333333333,88.0,88.66666666666667,0.10000000000000002,23994.535663333332,9.046666666666667,0.5,0.43333333333333335,15.833333333333334,33626.0
Canada,79.33333333333333,2000,Developing,56.333333333333336,2.0,7.633333333333333,,82.0,58.53333333333333,88.0,88.66666666666667,0.10000000000000002,23994.535663333332,9.046666666666667,0.5,0.43333333333333335,15.833333333333334,33626.0
Central African Republic,45.73333333333333,2002,Developing,53.666666666666664,16.666666666666668,1.5,,2327.3333333333335,16.833333333333332,28.0,28.333333333333332,13.866666666666667,246.82330776666663,4.116666666666666,1.3666666666666665,1.3666666666666665,5.3,1511940.3333333333
Central African Republic,45.73333333333333,2001,Developing,53.666666666666664,16.666666666666668,1.5,,2327.3333333333335,16.833333333333332,28.0,28.333333333333332,13.866666666666667,246.82330776666663,4.116666666666666,1.3666666666666665,1.3666666666666665,5.3,1511940.3333333333
Central African Republic,45.73333333333333,2000,Developing,53.666666666666664,16.666666666666668,1.5,,2327.3333333333335,16.833333333333332,28.0,28.333333333333332,13.866666666666667,246.82330776666663,4.116666666666666,1.3666666666666665,1.3666666666666665,5.3,1511940.3333333333
Chad,47.9,2002,Developing,30.333333333333332,42.0,0.3033333333333333,,11910.333333333334,14.133333333333333,20.0,29.0,4.8,128.80075006666667,7.170000000000001,11.299999999999999,11.200000000000001,4.8999999999999995,3100186.6666666665
Chad,47.9,2001,Developing,30.333333333333332,42.0,0.3033333333333333,,11910.333333333334,14.133333333333333,20.0,29.0,4.8,128.80075006666667,7.170000000000001,11.299999999999999,11.200000000000001,4.8999999999999995,3100186.6666666665
Chad,47.9,2000,Developing,30.333333333333332,42.0,0.3033333333333333,,11910.333333333334,14.133333333333333,20.0,29.0,4.8,128.80075006666667,7.170000000000001,11.299999999999999,11.200000000000001,4.8999999999999995,3100186.6666666665
Chile,77.46666666666665,2002,Developing,13.333333333333334,2.0,6.133333333333333,,0.0,54.699999999999996,94.66666666666667,95.0,0.10000000000000002,3190.193557666667,6.463333333333334,1.0333333333333334,1.0333333333333334,13.700000000000001,15443786.0
Chile,77.46666666666665,2001,Developing,13.333333333333334,2.0,6.133333333333333,,0.0,54.699999999999996,94.66666666666667,95.0,0.10000000000000002,3190.193557666667,6.463333333333334,1.0333333333333334,1.0333333333333334,13.700000000000001,15443786.0
Chile,77.46666666666665,2000,Developing,13.333333333333334,2.0,6.133333333333333,,0.0,54.699999999999996,94.66666666666667,95.0,0.10000000000000002,3190.193557666667,6.463333333333334,1.0333333333333334,1.0333333333333334,13.700000000000001,15443786.0
China,72.2,2002,Developing,47.333333333333336,456.3333333333333,2.936666666666667,26.0,72798.66666666667,15.199999999999998,86.0,85.66666666666667,0.10000000000000002,753.713427,4.6499999999999995,5.7,5.0,9.6,463704.6666666667
China,72.2,2001,Developing,47.333333333333336,456.3333333333333,2.936666666666667,26.0,72798.66666666667,15.199999999999998,86.0,85.66666666666667,0.10000000000000002,753.713427,4.6499999999999995,5.7,5.0,9.6,463704.6666666667
China,72.2,2000,Developing,47.333333333333336,456.3333333333333,2.936666666666667,26.0,72798.66666666667,15.199999999999998,86.0,85.66666666666667,0.10000000000000002,753.713427,4.6499999999999995,5.7,5.0,9.6,463704.6666666667
Colombia,71.56666666666668,2002,Developing,165.0,17.333333333333332,4.513333333333333,54.666666666666664,47.666666666666664,47.46666666666667,82.66666666666667,56.0,0.10000000000000002,2407.926746333333,5.846666666666667,2.533333333333333,2.3,11.4,14171782.666666666
Colombia,71.56666666666668,2001,Developing,165.0,17.333333333333332,4.513333333333333,54.666666666666664,47.666666666666664,47.46666666666667,82.66666666666667,56.0,0.10000000000000002,2407.926746333333,5.846666666666667,2.533333333333333,2.3,11.4,14171782.666666666
Colombia,71.56666666666668,2000,Developing,165.0,17.333333333333332,4.513333333333333,54.666666666666664,47.666666666666664,47.46666666666667,82.66666666666667,56.0,0.10000000000000002,2407.926746333333,5.846666666666667,2.533333333333333,2.3,11.4,14171782.666666666
Comoros,59.5,2002,Developing,271.6666666666667,1.3333333333333333,0.08333333333333333,,0.0,17.633333333333336,37.333333333333336,34.333333333333336,0.10000000000000002,401.684646,3.27,7.8,7.8,8.5,555908.0
Comoros,59.5,2001,Developing,271.6666666666667,1.3333333333333333,0.08333333333333333,,0.0,17.633333333333336,37.333333333333336,34.333333333333336,0.10000000000000002,401.684646,3.27,7.8,7.8,8.5,555908.0
Comoros,59.5,2000,Developing,271.6666666666667,1.3333333333333333,0.08333333333333333,,0.0,17.633333333333336,37.333333333333336,34.333333333333336,0.10000000000000002,401.684646,3.27,7.8,7.8,8.5,555908.0
Congo,52.73333333333334,2002,Developing,419.6666666666667,9.0,2.3699999999999997,,2206.0,13.800000000000002,34.666666666666664,35.0,7.533333333333334,,2.3400000000000003,9.4,9.033333333333333,9.666666666666666,
Congo,52.73333333333334,2001,Developing,419.6666666666667,9.0,2.3699999999999997,,2206.0,13.800000000000002,34.666666666666664,35.0,7.533333333333334,,2.3400000000000003,9.4,9.033333333333333,9.666666666666666,
