,Produto Intermediário,Produto Intermediário,Produto de Luxo,Produto Econômico,Produto Inovador,Produto de Luxo,Produto Inovador,Produto Premium,Produto Inovador,Produto Premium,Produto Premium,Produto Premium,Produto Inovador,Produto de Luxo,Produto Premium,Produto Premium,Produto Intermediário,Produto Intermediário,Produto de Luxo,Produto de Luxo,Produto Inovador,Produto Econômico,Produto Inovador,Produto Econômico,Produto de Luxo,Produto Intermediário,Produto Econômico,Produto Premium,Produto Inovador,Produto Econômico,Produto Inovador,Produto Intermediário,Produto Inovador,Produto de Luxo,Produto de Luxo,Produto Intermediário,Produto Premium,Produto de Luxo,Produto de Luxo,Produto Inovador,Produto de Luxo,Produto Premium,Produto Intermediário,Produto de Luxo,Produto Premium,Produto Intermediário,Produto Inovador,Produto Inovador,Produto Intermediário,Produto Econômico,Produto Inovador,Produto Premium,Produto Inovador,Produto Intermediário,Produto Intermediário,Produto Premium,Produto Intermediário,Produto Premium,Produto Premium,Produto Intermediário,Produto Intermediário,Produto Inovador,Produto Inovador,Produto Econômico,Produto Intermediário,Produto Intermediário,Produto Econômico,Produto Econômico,Produto Intermediário,Produto Premium,Produto Econômico,Produto Premium,Produto Econômico,Produto Econômico,Produto Premium,Produto Premium,Produto Premium,Produto Inovador,Produto Econômico,Produto Premium,Produto Econômico,Produto Premium,Produto Premium,Produto Inovador,Produto de Luxo,Produto Intermediário,Produto Premium,Produto Intermediário,Produto de Luxo,Produto de Luxo,Produto Econômico,Produto Econômico,Produto Premium,Produto Inovador,Produto de Luxo,Produto Intermediário,Produto de Luxo,Produto Premium,Produto Econômico,Produto Inovador
Produto Premium,3.3166247903554,3.605551275463989,6.708203932499369,7.0710678118654755,6.782329983125268,7.14142842854285,1.0,4.242640687119285,5.0990195135927845,7.3484692283495345,0.0,6.164414002968976,5.830951894845301,7.3484692283495345,4.898979485566356,7.280109889280518,4.58257569495584,4.58257569495584,3.0,3.0,6.082762530298219,0.0,1.7320508075688772,3.3166247903554,4.123105625617661,1.4142135623730951,5.744562646538029,5.830951894845301,1.7320508075688772,7.0,3.1622776601683795,5.0990195135927845,7.874007874011811,3.3166247903554,6.4031242374328485,6.0,4.898979485566356,3.0,5.0990195135927845,7.0,6.164414002968976,3.605551275463989,2.8284271247461903,4.58257569495584,3.1622776601683795,0.0,3.1622776601683795,5.744562646538029,3.7416573867739413,4.123105625617661,5.0990195135927845,5.385164807134504,4.58257569495584,2.0,5.830951894845301,5.477225575051661,7.0710678118654755,6.0,2.8284271247461903,7.14142842854285,8.18535277187245,7.280109889280518,3.3166247903554,2.449489742783178,8.18535277187245,2.0,6.782329983125268,7.681145747868608,3.1622776601683795,5.0990195135927845,3.3166247903554,4.123105625617661,5.477225575051661,1.4142135623730951,2.23606797749979,6.6332495807108,4.58257569495584,1.7320508075688772,2.8284271247461903,6.6332495807108,6.782329983125268,5.0990195135927845,4.58257569495584,7.681145747868608,2.449489742783178,4.358898943540674,2.0,5.916079783099616,3.0,6.4031242374328485,2.23606797749979,4.242640687119285,5.477225575051661,1.0,3.1622776601683795,5.0990195135927845,2.449489742783178,7.0,3.1622776601683795,3.605551275463989
Produto Premium,5.385164807134504,3.605551275463989,2.23606797749979,4.898979485566356,3.1622776601683795,4.123105625617661,6.557438524302,4.242640687119285,1.4142135623730951,4.898979485566356,6.164414002968976,0.0,1.4142135623730951,1.4142135623730951,4.242640687119285,3.0,5.744562646538029,5.744562646538029,5.744562646538029,5.0,4.58257569495584,6.164414002968976,6.4031242374328485,4.58257569495584,4.358898943540674,4.898979485566356,4.123105625617661,1.4142135623730951,4.58257569495584,1.7320508075688772,3.7416573867739413,4.242640687119285,2.0,4.58257569495584,4.58257569495584,3.7416573867739413,1.4142135623730951,5.385164807134504,4.47213595499958,1.0,4.0,6.4031242374328485,3.7416573867739413,3.3166247903554,4.898979485566356,6.164414002968976,5.0990195135927845,1.0,2.8284271247461903,5.0,4.242640687119285,2.23606797749979,2.23606797749979,5.830951894845301,2.0,2.0,3.7416573867739413,3.7416573867739413,3.7416573867739413,3.0,2.23606797749979,3.0,5.744562646538029,3.7416573867739413,2.23606797749979,5.477225575051661,4.242640687119285,3.605551275463989,4.47213595499958,2.8284271247461903,5.385164807134504,4.358898943540674,2.0,7.0710678118654755,4.123105625617661,1.4142135623730951,4.58257569495584,6.4031242374328485,5.830951894845301,1.4142135623730951,2.449489742783178,4.242640687119285,1.7320508075688772,4.58257569495584,6.928203230275509,3.605551275463989,4.69041575982343,3.0,5.0,3.3166247903554,5.196152422706632,5.0990195135927845,4.47213595499958,5.916079783099616,5.477225575051661,2.449489742783178,5.0990195135927845,1.7320508075688772,4.69041575982343,5.0
Produto Inovador,5.744562646538029,3.605551275463989,3.605551275463989,5.830951894845301,4.47213595499958,5.385164807134504,6.4031242374328485,4.47213595499958,2.0,6.164414002968976,5.830951894845301,1.4142135623730951,0.0,2.0,5.0990195135927845,4.358898943540674,6.4031242374328485,6.4031242374328485,5.916079783099616,4.58257569495584,5.385164807134504,5.830951894845301,6.4031242374328485,3.605551275463989,5.0,4.69041575982343,5.196152422706632,0.0,4.123105625617661,2.23606797749979,3.7416573867739413,5.0990195135927845,3.1622776601683795,4.58257569495584,5.744562646538029,4.69041575982343,1.4142135623730951,5.0,5.0990195135927845,2.23606797749979,5.0990195135927845,6.4031242374328485,3.7416573867739413,4.123105625617661,5.0990195135927845,5.830951894845301,4.242640687119285,1.7320508075688772,2.449489742783178,5.385164807134504,5.0990195135927845,3.3166247903554,2.23606797749979,5.0990195135927845,3.1622776601683795,2.449489742783178,4.69041575982343,4.69041575982343,3.7416573867739413,4.123105625617661,3.0,4.358898943540674,5.0,3.4641016151377544,3.0,5.0990195135927845,4.47213595499958,5.0,4.242640687119285,3.7416573867739413,5.744562646538029,5.0,2.449489742783178,6.928203230275509,4.123105625617661,2.449489742783178,5.385164807134504,6.4031242374328485,6.164414002968976,2.449489742783178,2.8284271247461903,4.0,2.23606797749979,5.0,7.0710678118654755,4.123105625617661,4.69041575982343,4.123105625617661,4.58257569495584,4.58257569495584,5.385164807134504,5.656854249492381,5.477225575051661,5.385164807134504,4.47213595499958,2.0,4.898979485566356,2.23606797749979,5.0990195135927845,4.123105625617661
Produto de Luxo,6.4031242374328485,5.0,3.0,5.0990195135927845,4.0,4.58257569495584,7.810249675906654,4.898979485566356,2.8284271247461903,5.477225575051661,7.3484692283495345,1.4142135623730951,2.0,0.0,5.477225575051661,3.3166247903554,6.708203932499369,6.708203932499369,7.14142842854285,5.744562646538029,5.0,7.3484692283495345,7.54983443527075,5.385164807134504,5.385164807134504,6.164414002968976,5.196152422706632,2.0,5.744562646538029,1.0,4.69041575982343,5.0990195135927845,1.4142135623730951,5.385164807134504,5.385164807134504,4.242640687119285,2.449489742783178,6.708203932499369,5.0990195135927845,1.0,5.0990195135927845,7.810249675906654,5.0990195135927845,4.58257569495584,5.830951894845301,7.3484692283495345,5.830951894845301,1.7320508075688772,3.7416573867739413,6.4031242374328485,5.0990195135927845,3.3166247903554,3.0,6.782329983125268,3.1622776601683795,2.449489742783178,3.7416573867739413,4.242640687119285,5.0990195135927845,3.0,1.0,3.3166247903554,6.4031242374328485,4.898979485566356,1.0,6.782329983125268,4.0,4.123105625617661,5.830951894845301,3.7416573867739413,6.4031242374328485,5.385164807134504,2.449489742783178,8.246211251235321,5.385164807134504,1.4142135623730951,5.744562646538029,7.54983443527075,7.0710678118654755,1.4142135623730951,2.0,4.47213595499958,3.0,4.123105625617661,8.12403840463596,5.0,5.830951894845301,4.123105625617661,5.744562646538029,4.123105625617661,6.4031242374328485,6.0,5.477225575051661,7.0,6.324555320336759,2.8284271247461903,6.0,1.0,5.830951894845301,6.082762530298219
Produto Premium,3.3166247903554,3.0,3.0,4.69041575982343,2.449489742783178,3.3166247903554,4.58257569495584,4.242640687119285,3.1622776601683795,3.1622776601683795,4.898979485566356,4.242640687119285,5.0990195135927845,5.477225575051661,0.0,3.605551275463989,3.0,3.0,3.0,5.385164807134504,4.123105625617661,4.898979485566356,4.358898943540674,5.916079783099616,2.23606797749979,3.7416573867739413,1.0,5.0990195135927845,4.358898943540674,5.385164807134504,3.7416573867739413,2.449489742783178,5.0990195135927845,4.358898943540674,2.23606797749979,3.4641016151377544,4.0,4.58257569495584,3.7416573867739413,4.58257569495584,1.4142135623730951,4.123105625617661,2.8284271247461903,1.0,3.7416573867739413,4.898979485566356,6.164414002968976,4.123105625617661,4.242640687119285,2.23606797749979,2.449489742783178,2.23606797749979,4.123105625617661,6.0,2.449489742783178,4.242640687119285,4.69041575982343,3.4641016151377544,2.8284271247461903,4.358898943540674,5.916079783099616,3.605551275463989,6.557438524302,3.7416573867739413,5.916079783099616,4.47213595499958,6.164414002968976,3.3166247903554,3.7416573867739413,2.449489742783178,3.3166247903554,2.23606797749979,4.242640687119285,5.0990195135927845,3.0,4.47213595499958,1.0,4.358898943540674,2.8284271247461903,4.47213595499958,5.477225575051661,5.830951894845301,3.0,6.557438524302,4.242640687119285,1.7320508075688772,3.4641016151377544,1.7320508075688772,5.385164807134504,2.23606797749979,3.0,3.1622776601683795,1.4142135623730951,5.385164807134504,6.48074069840786,5.0990195135927845,4.69041575982343,5.385164807134504,2.449489742783178,5.744562646538029
Produto Premium,5.0990195135927845,5.0990195135927845,1.4142135623730951,3.0,1.7320508075688772,1.4142135623730951,7.3484692283495345,4.358898943540674,3.3166247903554,2.23606797749979,7.280109889280518,3.0,4.358898943540674,3.3166247903554,3.605551275463989,0.0,4.69041575982343,4.69041575982343,6.324555320336759,6.164414002968976,3.1622776601683795,7.280109889280518,6.782329983125268,6.782329983125268,3.7416573867739413,6.082762530298219,2.8284271247461903,4.358898943540674,6.164414002968976,3.1622776601683795,4.58257569495584,3.0,2.23606797749979,5.0990195135927845,2.449489742783178,2.23606797749979,3.605551275463989,7.0710678118654755,3.605551275463989,2.449489742783178,3.0,7.3484692283495345,5.0,3.1622776601683795,5.0,7.280109889280518,7.0,2.8284271247461903,4.58257569495584,5.477225575051661,3.0,2.0,3.7416573867739413,7.54983443527075,2.23606797749979,3.0,2.23606797749979,2.23606797749979,5.0,1.4142135623730951,3.1622776601683795,0.0,7.3484692283495345,5.196152422706632,3.1622776601683795,7.0,4.358898943540674,1.4142135623730951,6.082762530298219,2.23606797749979,5.0990195135927845,3.7416573867739413,3.0,7.681145747868608,5.0990195135927845,2.23606797749979,3.7416573867739413,6.782329983125268,5.744562646538029,2.23606797749979,3.3166247903554,5.196152422706632,3.1622776601683795,4.242640687119285,7.0,4.242640687119285,5.385164807134504,2.449489742783178,6.164414002968976,1.4142135623730951,5.477225575051661,4.358898943540674,3.0,7.3484692283495345,7.681145747868608,4.358898943540674,5.916079783099616,3.1622776601683795,4.58257569495584,7.3484692283495345
Produto Intermediário,1.4142135623730951,4.898979485566356,4.898979485566356,3.605551275463989,4.58257569495584,3.7416573867739413,4.242640687119285,3.0,5.0,3.605551275463989,4.58257569495584,5.744562646538029,6.4031242374328485,6.708203932499369,3.0,4.69041575982343,0.0,0.0,4.242640687119285,4.47213595499958,2.8284271247461903,4.58257569495584,3.1622776601683795,6.164414002968976,1.4142135623730951,4.123105625617661,3.1622776601683795,6.4031242374328485,4.69041575982343,6.164414002968976,3.3166247903554,1.7320508075688772,6.4031242374328485,3.1622776601683795,2.8284271247461903,3.0,5.0,6.0,2.23606797749979,6.0,4.123105625617661,5.656854249492381,4.123105625617661,3.1622776601683795,2.23606797749979,4.58257569495584,5.916079783099616,5.0990195135927845,4.58257569495584,4.47213595499958,1.7320508075688772,3.7416573867739413,4.47213595499958,5.744562646538029,4.58257569495584,4.58257569495584,4.358898943540674,3.0,4.123105625617661,4.69041575982343,7.0710678118654755,4.69041575982343,5.830951894845301,4.123105625617661,7.0710678118654755,5.385164807134504,5.385164807134504,5.0990195135927845,5.385164807134504,3.0,1.4142135623730951,1.4142135623730951,4.58257569495584,4.123105625617661,3.4641016151377544,5.385164807134504,2.0,3.1622776601683795,2.23606797749979,5.385164807134504,5.744562646538029,5.0,4.242640687119285,5.830951894845301,3.0,4.242640687119285,3.0,4.242640687119285,4.47213595499958,3.7416573867739413,2.449489742783178,1.0,2.23606797749979,5.0990195135927845,6.708203932499369,5.385164807134504,3.605551275463989,6.164414002968976,1.7320508075688772,6.928203230275509
Produto Intermediário,1.4142135623730951,4.898979485566356,4.898979485566356,3.605551275463989,4.58257569495584,3.7416573867739413,4.242640687119285,3.0,5.0,3.605551275463989,4.58257569495584,5.744562646538029,6.4031242374328485,6.708203932499369,3.0,4.69041575982343,0.0,0.0,4.242640687119285,4.47213595499958,2.8284271247461903,4.58257569495584,3.1622776601683795,6.164414002968976,1.4142135623730951,4.123105625617661,3.1622776601683795,6.4031242374328485,4.69041575982343,6.164414002968976,3.3166247903554,1.7320508075688772,6.4031242374328485,3.1622776601683795,2.8284271247461903,3.0,5.0,6.0,2.23606797749979,6.0,4.123105625617661,5.656854249492381,4.123105625617661,3.1622776601683795,2.23606797749979,4.58257569495584,5.916079783099616,5.0990195135927845,4.58257569495584,4.47213595499958,1.7320508075688772,3.7416573867739413,4.47213595499958,5.744562646538029,4.58257569495584,4.58257569495584,4.358898943540674,3.0,4.123105625617661,4.69041575982343,7.0710678118654755,4.69041575982343,5.830951894845301,4.123105625617661,7.0710678118654755,5.385164807134504,5.385164807134504,5.0990195135927845,5.385164807134504,3.0,1.4142135623730951,1.4142135623730951,4.58257569495584,4.123105625617661,3.4641016151377544,5.385164807134504,2.0,3.1622776601683795,2.23606797749979,5.385164807134504,5.744562646538029,5.0,4.242640687119285,5.830951894845301,3.0,4.242640687119285,3.0,4.242640687119285,4.47213595499958,3.7416573867739413,2.449489742783178,1.0,2.23606797749979,5.0990195135927845,6.708203932499369,5.385164807134504,3.605551275463989,6.164414002968976,1.7320508075688772,6.928203230275509
Produto de Luxo,3.7416573867739413,2.449489742783178,5.477225575051661,7.0,5.196152422706632,6.164414002968976,2.449489742783178,5.196152422706632,4.358898943540674,6.082762530298219,3.0,5.744562646538029,5.916079783099616,7.14142842854285,3.0,6.324555320336759,4.242640687119285,4.242640687119285,0.0,5.0990195135927845,6.164414002968976,3.0,3.1622776601683795,5.0990195135927845,3.7416573867739413,2.23606797749979,4.0,5.916079783099616,3.1622776601683795,7.0710678118654755,4.123105625617661,4.58257569495584,7.280109889280518,4.69041575982343,5.0990195135927845,5.744562646538029,5.0,2.449489742783178,5.385164807134504,6.48074069840786,4.123105625617661,1.4142135623730951,2.23606797749979,3.1622776601683795,4.123105625617661,3.0,5.385164807134504,5.656854249492381,4.58257569495584,1.4142135623730951,4.58257569495584,4.47213595499958,5.0990195135927845,4.58257569495584,4.58257569495584,5.744562646538029,7.0,5.744562646538029,2.23606797749979,6.782329983125268,7.874007874011811,6.324555320336759,5.830951894845301,3.3166247903554,7.874007874011811,2.23606797749979,7.681145747868608,6.164414002968976,2.23606797749979,4.58257569495584,3.7416573867739413,3.7416573867739413,5.744562646538029,3.3166247903554,2.449489742783178,6.4031242374328485,3.1622776601683795,3.1622776601683795,2.23606797749979,6.4031242374328485,7.14142842854285,6.557438524302,4.242640687119285,8.366600265340756,3.0,2.449489742783178,3.0,4.242640687119285,5.0990195135927845,5.0990195135927845,2.449489742783178,4.358898943540674,4.123105625617661,3.7416573867739413,5.196152422706632,5.916079783099616,4.358898943540674,7.0710678118654755,3.0,4.242640687119285
Produto de Luxo,3.1622776601683795,4.47213595499958,6.0,5.385164807134504,6.4031242374328485,6.164414002968976,3.7416573867739413,2.23606797749979,4.58257569495584,6.708203932499369,3.0,5.0,4.58257569495584,5.744562646538029,5.385164807134504,6.164414002968976,4.47213595499958,4.47213595499958,5.0990195135927845,0.0,4.47213595499958,3.0,3.1622776601683795,2.449489742783178,3.7416573867739413,3.0,5.830951894845301,4.58257569495584,2.449489742783178,5.0990195135927845,1.7320508075688772,4.358898943540674,6.4031242374328485,1.4142135623730951,6.0,4.58257569495584,3.605551275463989,4.898979485566356,3.605551275463989,5.656854249492381,6.4031242374328485,6.0,3.605551275463989,4.69041575982343,2.23606797749979,3.0,1.7320508075688772,4.242640687119285,2.23606797749979,5.656854249492381,4.358898943540674,4.69041575982343,2.8284271247461903,2.23606797749979,5.385164807134504,3.605551275463989,5.196152422706632,4.58257569495584,3.605551275463989,5.477225575051661,6.48074069840786,6.164414002968976,1.4142135623730951,2.23606797749979,6.48074069840786,4.123105625617661,4.123105625617661,7.0710678118654755,4.58257569495584,4.123105625617661,3.1622776601683795,3.7416573867739413,3.605551275463989,3.605551275463989,2.8284271247461903,5.0,4.898979485566356,3.1622776601683795,4.123105625617661,5.0,4.58257569495584,2.23606797749979,3.7416573867739413,5.0990195135927845,4.123105625617661,5.0990195135927845,2.23606797749979,5.830951894845301,0.0,5.830951894845301,3.1622776601683795,3.605551275463989,5.385164807134504,2.449489742783178,3.0,3.0,1.0,5.0990195135927845,3.3166247903554,4.47213595499958
Produto Inovador,3.1622776601683795,5.656854249492381,4.0,1.0,4.123105625617661,2.449489742783178,6.164414002968976,2.23606797749979,4.58257569495584,3.0,6.082762530298219,4.58257569495584,5.385164807134504,5.0,4.123105625617661,3.1622776601683795,2.8284271247461903,2.8284271247461903,6.164414002968976,4.47213595499958,0.0,6.082762530298219,5.0990195135927845,6.164414002968976,2.449489742783178,5.385164807134504,3.7416573867739413,5.385164807134504,5.477225575051661,4.242640687119285,3.3166247903554,1.7320508075688772,4.58257569495584,3.1622776601683795,2.8284271247461903,1.0,4.123105625617661,7.211102550927978,1.0,4.47213595499958,4.58257569495584,7.483314773547883,5.0,3.7416573867739413,3.0,6.082762530298219,5.916079783099616,3.7416573867739413,4.123105625617661,6.0,1.7320508075688772,3.1622776601683795,3.4641016151377544,6.4031242374328485,4.123105625617661,3.0,1.7320508075688772,1.0,5.0,2.449489742783178,5.0990195135927845,3.1622776601683795,5.830951894845301,4.58257569495584,5.0990195135927845,6.708203932499369,3.0,4.242640687119285,6.4031242374328485,2.23606797749979,3.1622776601683795,2.449489742783178,3.0,6.082762530298219,4.47213595499958,3.605551275463989,3.4641016151377544,5.0990195135927845,4.58257569495584,3.605551275463989,3.605551275463989,3.605551275463989,3.7416573867739413,3.1622776601683795,5.385164807134504,5.0990195135927845,4.123105625617661,4.242640687119285,4.47213595499958,3.1622776601683795,4.242640687119285,2.23606797749979,3.0,6.164414002968976,7.0,4.123105625617661,4.123105625617661,4.242640687119285,3.3166247903554,7.483314773547883
Produto Econômico,3.3166247903554,3.605551275463989,6.708203932499369,7.0710678118654755,6.782329983125268,7.14142842854285,1.0,4.242640687119285,5.0990195135927845,7.3484692283495345,0.0,6.164414002968976,5.830951894845301,7.3484692283495345,4.898979485566356,7.280109889280518,4.58257569495584,4.58257569495584,3.0,3.0,6.082762530298219,0.0,1.7320508075688772,3.3166247903554,4.123105625617661,1.4142135623730951,5.744562646538029,5.830951894845301,1.7320508075688772,7.0,3.1622776601683795,5.0990195135927845,7.874007874011811,3.3166247903554,6.4031242374328485,6.0,4.898979485566356,3.0,5.0990195135927845,7.0,6.164414002968976,3.605551275463989,2.8284271247461903,4.58257569495584,3.1622776601683795,0.0,3.1622776601683795,5.744562646538029,3.7416573867739413,4.123105625617661,5.0990195135927845,5.385164807134504,4.58257569495584,2.0,5.830951894845301,5.477225575051661,7.0710678118654755,6.0,2.8284271247461903,7.14142842854285,8.18535277187245,7.280109889280518,3.3166247903554,2.449489742783178,8.18535277187245,2.0,6.782329983125268,7.681145747868608,3.1622776601683795,5.0990195135927845,3.3166247903554,4.123105625617661,5.477225575051661,1.4142135623730951,2.23606797749979,6.6332495807108,4.58257569495584,1.7320508075688772,2.8284271247461903,6.6332495807108,6.782329983125268,5.0990195135927845,4.58257569495584,7.681145747868608,2.449489742783178,4.358898943540674,2.0,5.916079783099616,3.0,6.4031242374328485,2.23606797749979,4.242640687119285,5.477225575051661,1.0,3.1622776601683795,5.0990195135927845,2.449489742783178,7.0,3.1622776601683795,3.605551275463989
Produto Inovador,2.0,4.242640687119285,6.48074069840786,6.082762530298219,6.4031242374328485,6.324555320336759,1.4142135623730951,3.605551275463989,5.385164807134504,6.4031242374328485,1.7320508075688772,6.4031242374328485,6.4031242374328485,7.54983443527075,4.358898943540674,6.782329983125268,3.1622776601683795,3.1622776601683795,3.1622776601683795,3.1622776601683795,5.0990195135927845,1.7320508075688772,0.0,4.47213595499958,3.1622776601683795,2.23606797749979,5.0990195135927845,6.4031242374328485,2.8284271247461903,7.0710678118654755,3.0,4.123105625617661,7.810249675906654,2.8284271247461903,5.477225575051661,5.196152422706632,5.196152422706632,4.242640687119285,4.123105625617661,7.0710678118654755,5.744562646538029,4.242640687119285,3.3166247903554,4.242640687119285,2.23606797749979,1.7320508075688772,4.123105625617661,5.830951894845301,4.123105625617661,4.242640687119285,4.123105625617661,5.0990195135927845,4.69041575982343,3.3166247903554,5.744562646538029,5.385164807134504,6.4031242374328485,5.196152422706632,3.3166247903554,6.6332495807108,8.246211251235321,6.782329983125268,4.0,3.0,8.246211251235321,3.3166247903554,6.4031242374328485,7.211102550927978,4.123105625617661,4.58257569495584,2.0,3.1622776601683795,5.385164807134504,1.0,2.449489742783178,6.557438524302,3.7416573867739413,0.0,1.7320508075688772,6.557438524302,6.708203932499369,5.0,4.69041575982343,7.211102550927978,1.0,4.47213595499958,1.7320508075688772,5.656854249492381,3.1622776601683795,5.830951894845301,1.4142135623730951,3.0,4.58257569495584,2.449489742783178,4.58257569495584,5.385164807134504,2.23606797749979,7.0710678118654755,2.23606797749979,5.0990195135927845
Produto Econômico,4.898979485566356,3.7416573867739413,6.164414002968976,7.0,6.708203932499369,7.211102550927978,4.242640687119285,4.123105625617661,4.123105625617661,7.810249675906654,3.3166247903554,4.58257569495584,3.605551275463989,5.385164807134504,5.916079783099616,6.782329983125268,6.164414002968976,6.164414002968976,5.0990195135927845,2.449489742783178,6.164414002968976,3.3166247903554,4.47213595499958,0.0,5.0990195135927845,3.0,6.48074069840786,3.605551275463989,2.0,5.0990195135927845,3.0,5.744562646538029,6.4031242374328485,3.4641016151377544,7.0710678118654755,5.916079783099616,3.3166247903554,3.7416573867739413,5.385164807134504,5.477225575051661,6.708203932499369,5.477225575051661,3.3166247903554,5.0990195135927845,4.123105625617661,3.3166247903554,1.0,4.242640687119285,2.23606797749979,5.477225575051661,5.744562646538029,5.0990195135927845,3.1622776601683795,1.7320508075688772,5.385164807134504,4.123105625617661,6.4031242374328485,5.916079783099616,3.3166247903554,6.324555320336759,6.324555320336759,6.782329983125268,2.0,2.23606797749979,6.324555320336759,3.3166247903554,5.385164807134504,7.483314773547883,3.605551275463989,5.0,4.898979485566356,5.0990195135927845,4.123105625617661,4.58257569495584,3.1622776601683795,5.196152422706632,5.830951894845301,4.47213595499958,5.196152422706632,5.196152422706632,5.0,3.605551275463989,3.7416573867739413,6.324555320336759,5.385164807134504,4.898979485566356,3.3166247903554,6.0,2.449489742783178,6.48074069840786,4.242640687119285,5.385164807134504,6.4031242374328485,2.449489742783178,1.0,3.0,3.0,5.0990195135927845,4.58257569495584,2.449489742783178
Produto de Luxo,1.4142135623730951,3.7416573867739413,3.7416573867739413,3.3166247903554,3.605551275463989,3.1622776601683795,4.0,2.23606797749979,3.605551275463989,3.3166247903554,4.123105625617661,4.358898943540674,5.0,5.385164807134504,2.23606797749979,3.7416573867739413,1.4142135623730951,1.4142135623730951,3.7416573867739413,3.7416573867739413,2.449489742783178,4.123105625617661,3.1622776601683795,5.0990195135927845,0.0,3.3166247903554,2.449489742783178,5.0,3.7416573867739413,4.898979485566356,2.23606797749979,1.0,5.196152422706632,2.449489742783178,2.449489742783178,2.23606797749979,3.605551275463989,5.0990195135927845,1.7320508075688772,4.69041575982343,3.3166247903554,5.0990195135927845,3.0,2.0,1.7320508075688772,4.123105625617661,5.0,3.7416573867739413,3.3166247903554,3.7416573867739413,1.0,2.449489742783178,3.1622776601683795,5.0,3.3166247903554,3.3166247903554,3.605551275463989,2.23606797749979,3.0,3.7416573867739413,5.830951894845301,3.7416573867739413,5.0990195135927845,3.0,5.830951894845301,4.58257569495584,4.58257569495584,4.242640687119285,4.358898943540674,1.7320508075688772,1.4142135623730951,0.0,3.3166247903554,4.123105625617661,2.449489742783178,4.123105625617661,1.4142135623730951,3.1622776601683795,2.23606797749979,4.123105625617661,4.58257569495584,4.123105625617661,2.8284271247461903,5.0990195135927845,3.3166247903554,3.1622776601683795,2.23606797749979,3.1622776601683795,3.7416573867739413,2.8284271247461903,2.0,1.0,1.7320508075688772,4.47213595499958,5.744562646538029,4.123105625617661,3.0,4.898979485566356,1.0,5.830951894845301
Produto Intermediário,3.0,2.23606797749979,5.385164807134504,6.324555320336759,5.477225575051661,6.082762530298219,1.7320508075688772,3.7416573867739413,3.7416573867739413,6.324555320336759,1.4142135623730951,4.898979485566356,4.69041575982343,6.164414002968976,3.7416573867739413,6.082762530298219,4.123105625617661,4.123105625617661,2.23606797749979,3.0,5.385164807134504,1.4142135623730951,2.23606797749979,3.0,3.3166247903554,0.0,4.58257569495584,4.69041575982343,1.0,5.916079783099616,2.449489742783178,4.242640687119285,6.6332495807108,3.0,5.385164807134504,5.0990195135927845,3.7416573867739413,2.23606797749979,4.47213595499958,5.744562646538029,4.898979485566356,3.0,1.4142135623730951,3.3166247903554,2.8284271247461903,1.4142135623730951,3.1622776601683795,4.58257569495584,2.8284271247461903,3.0,4.242640687119285,4.123105625617661,3.605551275463989,2.449489742783178,4.47213595499958,4.47213595499958,6.164414002968976,5.0990195135927845,1.4142135623730951,6.082762530298219,7.0,6.082762530298219,3.605551275463989,1.4142135623730951,7.0,1.4142135623730951,6.164414002968976,6.4031242374328485,2.0,4.0,3.0,3.3166247903554,4.47213595499958,2.449489742783178,1.0,5.477225575051661,3.605551275463989,2.23606797749979,2.449489742783178,5.477225575051661,5.830951894845301,4.69041575982343,3.3166247903554,7.0,2.8284271247461903,3.0,1.4142135623730951,4.58257569495584,3.0,5.196152422706632,1.7320508075688772,3.7416573867739413,4.47213595499958,1.7320508075688772,3.1622776601683795,4.242640687119285,2.449489742783178,5.916079783099616,2.449489742783178,3.0
Produto Econômico,3.7416573867739413,3.7416573867739413,2.449489742783178,4.123105625617661,1.7320508075688772,2.449489742783178,5.477225575051661,4.358898943540674,3.3166247903554,2.23606797749979,5.744562646538029,4.123105625617661,5.196152422706632,5.196152422706632,1.0,2.8284271247461903,3.1622776601683795,3.1622776601683795,4.0,5.830951894845301,3.7416573867739413,5.744562646538029,5.0990195135927845,6.48074069840786,2.449489742783178,4.58257569495584,0.0,5.196152422706632,5.0990195135927845,5.0990195135927845,4.123105625617661,2.23606797749979,4.58257569495584,4.69041575982343,1.4142135623730951,3.0,4.123105625617661,5.477225575051661,3.605551275463989,4.242640687119285,1.0,5.0990195135927845,3.605551275463989,1.4142135623730951,4.123105625617661,5.744562646538029,6.708203932499369,4.0,4.58257569495584,3.1622776601683795,2.23606797749979,2.0,4.242640687119285,6.708203932499369,2.23606797749979,4.123105625617661,4.123105625617661,3.0,3.605551275463989,3.7416573867739413,5.477225575051661,2.8284271247461903,7.0710678118654755,4.358898943540674,5.477225575051661,5.385164807134504,5.916079783099616,2.449489742783178,4.58257569495584,2.23606797749979,3.7416573867739413,2.449489742783178,4.123105625617661,5.916079783099616,3.7416573867739413,4.123105625617661,1.4142135623730951,5.0990195135927845,3.605551275463989,4.123105625617661,5.196152422706632,5.916079783099616,3.1622776601683795,6.164414002968976,5.0,2.449489742783178,4.123105625617661,1.4142135623730951,5.830951894845301,1.4142135623730951,3.7416573867739413,3.3166247903554,1.0,6.164414002968976,7.14142842854285,5.196152422706632,5.196152422706632,5.0990195135927845,3.0,6.48074069840786
